pk,symbol,name,sector,industry
4330,KT,KT Corporation,Public Utilities,Telecommunications Equipment
4331,KTB,Kontoor Brands Inc,,
4332,KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
4333,KTF,DWS Municipal Income Trust,Finance,Finance Companies
4334,KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Investment Managers
4335,KTN,Structured Products Corp 8,,
4336,KTOS,Kratos Defense & Security Solutions Inc,Consumer Non-Durables,Ordnance And Accessories
4337,KTRA,Kintara Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4338,KTTA,Pasithea Therapeutics Corp,Health Care,Biotechnology: Pharmaceutical Preparations
4339,KTTAW,Pasithea Therapeutics Corp,Health Care,Biotechnology: Pharmaceutical Preparations
4340,KUKE,Kuke Music Holding Limited,Consumer Services,Other Consumer Services
4341,KULR,KULR Technology Group Inc,,
4342,KURA,Kura Oncology Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4343,KVHI,KVH Industries Inc,Technology,Radio And Television Broadcasting And Communications Equipment
4344,KVSA,Khosla Ventures Acquisition Co,,
4345,KVSC,Khosla Ventures Acquisition Co,,
4346,KW,Kennedy-Wilson Holdings Inc,Consumer Services,Real Estate
4347,KWAC,Kingswood Acquisition Corp,,
4348,KWR,Quaker Houghton,Basic Industries,Automotive Aftermarket
4349,KXIN,Kaixin Auto Holdings Ordinary Shares,Finance,Business Services
4350,KYCHU,Keyarch Acquisition Corporation,,
4351,KYMR,Kymera Therapeutics Inc,Consumer Durables,Specialty Chemicals
4352,KYN,Kayne Anderson Energy Infrastructure Fund Inc,Finance,Finance/Investors Services
4353,KZIA,Kazia Therapeutics Limited,Health Care,Biotechnology: Pharmaceutical Preparations
4354,KZR,Kezar Life Sciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4355,L,Loews Corporation,Finance,Property-Casualty Insurers
4356,LAAA,Lakeshore Acquisition I Corp,,
4357,LAAAW,Lakeshore Acquisition I Corp,,
4358,LABP,Landos Biopharma Inc,Consumer Durables,Specialty Chemicals
4359,LAC,Lithium Americas Corp,,
4360,LAD,Lithia Motors Inc,Consumer Services,Other Specialty Stores
4361,LADR,Ladder Capital Corp Class A,Consumer Services,Real Estate Investment Trusts
4362,LAIX,LAIX Inc,Miscellaneous,Service to the Health Industry
4363,LAKE,Lakeland Industries Inc,,
4364,LAMR,Lamar Advertising Company Class A,Consumer Services,Real Estate Investment Trusts
4365,LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
4366,LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
4367,LANDM,Gladstone Land Corporation 5,Consumer Services,Real Estate Investment Trusts
4368,LANDO,Gladstone Land Corporation 6,Consumer Services,Real Estate Investment Trusts
4369,LARK,Landmark Bancorp Inc,Finance,Major Banks
4370,LASR,nLIGHT Inc,Technology,Semiconductors
4371,LATG,LatAmGrowth SPAC Class A Ordinary Shares,,
4372,LATGW,LatAmGrowth SPAC Warrants,,
4373,LAUR,Laureate Education Inc,Miscellaneous,Service to the Health Industry
4374,LAW,CS Disco Inc,Technology,Computer Software: Prepackaged Software
4375,LAWS,Lawson Products Inc,Capital Goods,Industrial Machinery/Components
4376,LAX,8i Acquisition 2 Corp,,
4377,LAXXR,8i Acquisition 2 Corp,,
4378,LAXXU,8i Acquisition 2 Corp,,
4379,LAZ,Lazard LTD,Finance,Investment Managers
4380,LAZR,Luminar Technologies Inc,Technology,EDP Services
4381,LAZY,Lazydays Holdings Inc,Consumer Services,Other Specialty Stores
4382,LBAI,Lakeland Bancorp Inc,Finance,Major Banks
4383,LBBBU,Lakeshore Acquisition II Corp,,
4384,LBC,Luther Burbank Corporation,Finance,Commercial Banks
4385,LBPH,Longboard Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4386,LBPS,4D pharma plc,Health Care,Biotechnology: Pharmaceutical Preparations
4387,LBPSW,4D pharma plc Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
4388,LBRDA,Liberty Broadband Corporation,Consumer Services,Telecommunications Equipment
4389,LBRDK,Liberty Broadband Corporation,Consumer Services,Telecommunications Equipment
4390,LBRDP,Liberty Broadband Corporation,Consumer Services,Telecommunications Equipment
4391,LBRT,Liberty Oilfield Services Inc,Energy,Oilfield Services/Equipment
4392,LBTYA,Liberty Global plc Class A Ordinary Shares,Consumer Services,Television Services
4393,LBTYB,Liberty Global plc Class B Ordinary Shares,Consumer Services,Television Services
4394,LBTYK,Liberty Global plc Class C Ordinary Shares,Consumer Services,Television Services
4395,LC,LendingClub Corporation,Finance,Finance Companies
4396,LCA,Landcadia Holdings IV Inc,,
4397,LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,Finance,Business Services
4398,LCAHU,Landcadia Holdings IV Inc,,
4399,LCAHW,Landcadia Holdings IV Inc,,
4400,LCAP,Lionheart Acquisition Corp,,
4401,LCAPW,Lionheart Acquisition Corp,,
4402,LCI,Lannett Co Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4403,LCID,Lucid Group Inc,Capital Goods,Auto Manufacturing
4404,LCII,LCI Industries,Capital Goods,Auto Parts:O.E.M.
4405,LCNB,LCNB Corporation,Finance,Major Banks
4406,LCTX,Lineage Cell Therapeutics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4407,LCUT,Lifetime Brands Inc,Consumer Durables,Home Furnishings
4408,LCW,Learn CW Investment Corporation,,
4409,LDHA,LDH Growth Corp I Class A Ordinary Shares,Finance,Business Services
4410,LDHAU,LDH Growth Corp I Units,Finance,Business Services
4411,LDHAW,LDH Growth Corp I Warrant,Finance,Business Services
4412,LDI,loanDepot Inc,Finance,Finance: Consumer Services
4413,LDOS,Leidos Holdings Inc,Technology,EDP Services
4414,LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc,Finance,Finance Companies
4415,LE,Lands' End Inc,Consumer Services,Clothing/Shoe/Accessory Stores
4416,LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.
4417,LEAP,Ribbit LEAP Ltd,Finance,Business Services
4418,LECO,Lincoln Electric Holdings Inc,Capital Goods,Industrial Machinery/Components
4419,LEDS,SemiLEDS Corporation,Technology,Semiconductors
4420,LEE,Lee Enterprises Incorporated,Consumer Services,Newspapers/Magazines
4421,LEG,Leggett & Platt Incorporated,Consumer Durables,Home Furnishings
4422,LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,Finance,Business Services
4423,LEGAU,Lead Edge Growth Opportunities Ltd Units,Finance,Business Services
4424,LEGAW,Lead Edge Growth Opportunities Ltd Warrant,Finance,Business Services
4425,LEGH,Legacy Housing Corporation,Basic Industries,Homebuilding
4426,LEGN,Legend Biotech Corporation,Health Care,Biotechnology: Pharmaceutical Preparations
4427,LEJU,Leju Holdings Limited,Finance,Real Estate
4428,LEN,Lennar Corporation,Consumer Services,Building operators
4429,LEO,BNY Mellon Strategic Municipals Inc,Finance,Trusts Except Educational Religious and Charitable
4430,LESL,Leslie's Inc,Consumer Services,
4431,LEU,Centrus Energy Corp,,
4432,LEV,The Lion Electric Company Common Shares,,
4433,LEVI,Levi Strauss & Co Class A,Basic Industries,Industrial Specialties
4434,LEVL,Level One Bancorp Inc,,
4435,LEXX,Lexaria Bioscience Corp,Health Care,Biotechnology: Pharmaceutical Preparations
4436,LEXXW,Lexaria Bioscience Corp,Health Care,Biotechnology: Pharmaceutical Preparations
4437,LFAC,LF Capital Acquisition Corp,,
4438,LFACU,LF Capital Acquisition Corp,,
4439,LFACW,LF Capital Acquisition Corp,,
4440,LFC,China Life Insurance Company Limited,Finance,Life Insurance
4441,LFG,Archaea Energy Inc,,
4442,LFLY,Leafly Holdings Inc,Health Care,Medical/Nursing Services
4443,LFLYW,Leafly Holdings Inc,Health Care,Medical/Nursing Services
4444,LFMD,LifeMD Inc,Miscellaneous,Diversified Commercial Services
4445,LFMDP,LifeMD Inc,Miscellaneous,Diversified Commercial Services
4446,LFST,LifeStance Health Group Inc,Health Care,Hospital/Nursing Management
4447,LFT,Lument Finance Trust Inc,Consumer Services,Real Estate Investment Trusts
4448,LFT^A,Lument Finance Trust Inc,,
4449,LFTR,Lefteris Acquisition Corp,,
4450,LFTRW,Lefteris Acquisition Corp,,
4451,LFUS,Littelfuse Inc,Technology,Electronic Components
4452,LFVN,Lifevantage Corporation,Consumer Non-Durables,Farming/Seeds/Milling
4453,LGAC,Lazard Growth Acquisition Corp,Finance,Business Services
4454,LGACU,Lazard Growth Acquisition Corp,Finance,Business Services
4455,LGACW,Lazard Growth Acquisition Corp,Finance,Business Services
4456,LGHL,Lion Group Holding Ltd,Finance,Investment Bankers/Brokers/Service
4457,LGHLW,Lion Group Holding Ltd,Finance,Investment Bankers/Brokers/Service
4458,LGI,Lazard Global Total Return and Income Fd,,
4459,LGIH,LGI Homes Inc,Capital Goods,Homebuilding
4460,LGL,LGL Group Inc,Capital Goods,Industrial Machinery/Components
4461,LGMK,LogicMark Inc,Consumer Services,Diversified Commercial Services
4462,LGND,Ligand Pharmaceuticals Incorporated,Health Care,Biotechnology: Pharmaceutical Preparations
4463,LGO,Largo Inc,,
4464,LGST,Semper Paratus Acquisition Corporation,,
4465,LGSTU,Semper Paratus Acquisition Corporation,,
4466,LGSTW,Semper Paratus Acquisition Corporation,,
4467,LGTO,Legato Merger Corp,,
4468,LGTOU,Legato Merger Corp,,
4469,LGTOW,Legato Merger Corp,,
4470,LGV,Longview Acquisition Corp,,
4471,LGVC,LAMF Global Ventures Corp,,
4472,LGVCU,LAMF Global Ventures Corp,,
4473,LGVN,Longeveron Inc,Consumer Durables,Specialty Chemicals
4474,LH,Laboratory Corporation,Health Care,Medical Specialities
4475,LHAA,Lerer Hippeau Acquisition Corp,,
4476,LHC,Leo Holdings Corp,Finance,Business Services
4477,LHCG,LHC Group,Health Care,Medical/Nursing Services
4478,LHDX,Lucira Health Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
4479,LHX,L3Harris Technologies Inc,Capital Goods,Industrial Machinery/Components
4480,LI,Li Auto Inc,Capital Goods,Auto Manufacturing
4481,LIAN,LianBio,,
4482,LIBYU,Liberty Resources Acquisition Corp,,
4483,LIBYW,Liberty Resources Acquisition Corp,,
4484,LICY,Li-Cycle Holdings Corp,,
4485,LIDR,AEye Inc,Capital Goods,Auto Parts:O.E.M.
4486,LIDRW,AEye Inc,Capital Goods,Auto Parts:O.E.M.
4487,LIFE,aTyr Pharma Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4488,LII,Lennox International Inc,Capital Goods,Industrial Machinery/Components
4489,LILA,Liberty Latin America Ltd,Consumer Services,Television Services
4490,LILAK,Liberty Latin America Ltd,Consumer Services,Television Services
4491,LILM,Lilium N,,
4492,LILMW,Lilium N,,
4493,LIN,Linde plc Ordinary Share,Basic Industries,Major Chemicals
4494,LINC,Lincoln Educational Services Corporation,Miscellaneous,Service to the Health Industry
4495,LIND,Lindblad Expeditions Holdings Inc,,
4496,LINK,Interlink Electronics Inc,Capital Goods,Industrial Machinery/Components
4497,LIONW,Lionheart III Corp Warrant,,
4498,LIQT,LiqTech International Inc,Capital Goods,Industrial Machinery/Components
4499,LITB,LightInTheBox Holding Co,Consumer Services,Catalog/Specialty Distribution
4500,LITE,Lumentum Holdings Inc,Technology,Computer peripheral equipment
4501,LITM,Snow Lake Resources Ltd,,
4502,LITT,Logistics Innovation Technologies Corp,,
4503,LIVB,LIV Capital Acquisition Corp,,
4504,LIVBU,LIV Capital Acquisition Corp,,
4505,LIVE,Live Ventures Incorporated,Capital Goods,Recreational Products/Toys
4506,LIVN,LivaNova PLC Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
4507,LIXT,Lixte Biotechnology Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4508,LIXTW,Lixte Biotechnology Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4509,LIZI,LIZHI INC,Technology,Computer Software: Programming Data Processing
4510,LJAQ,LightJump Acquisition Corporation,,
4511,LJAQU,LightJump Acquisition Corporation,,
4512,LJPC,La Jolla Pharmaceutical Company  (DE),Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4513,LKCO,Luokung Technology Corp Ordinary Shares,Technology,EDP Services
4514,LKFN,Lakeland Financial Corporation,Finance,Major Banks
4515,LKQ,LKQ Corporation,Capital Goods,Automotive Aftermarket
4516,LL,LL Flooring Holdings Inc,Consumer Services,RETAIL: Building Materials
4517,LLL,JX Luxventure Limited,Consumer Non-Durables,Apparel
4518,LLNW,Limelight Networks Inc,,
4519,LLY,Eli Lilly and Company,Health Care,Biotechnology: Pharmaceutical Preparations
4520,LMACA,Liberty Media Acquisition Corporation,,
4521,LMACU,Liberty Media Acquisition Corporation,,
4522,LMACW,Liberty Media Acquisition Corporation,,
4523,LMAOU,LMF Acquisition Opportunities Inc,,
4524,LMAOW,LMF Acquisition Opportunities Inc,,
4525,LMAT,LeMaitre Vascular Inc,Health Care,Medical/Dental Instruments
4526,LMB,Limbach Holdings Inc,Consumer Services,Military/Government/Technical
4527,LMDX,LumiraDx Limited Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
4528,LMDXW,LumiraDx Limited Warrant,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
4529,LMFA,LM Funding America Inc,Finance,Finance: Consumer Services
4530,LMND,Lemonade Inc,Finance,Property-Casualty Insurers
4531,LMNL,Liminal BioSciences Inc,,
4532,LMNR,Limoneira Co,,Farming/Seeds/Milling
4533,LMPX,LMP Automotive Holdings Inc,,
4534,LMST,Limestone Bancorp Inc,Finance,Major Banks
4535,LMT,Lockheed Martin Corporation,Capital Goods,Aerospace
4536,LNC,Lincoln National Corporation,Finance,Life Insurance
4537,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),,Farming/Seeds/Milling
4538,LNDC,Landec Corporation,Health Care,Biotechnology: Pharmaceutical Preparations
4539,LNFA,L&amp;F Acquisition Corp,Finance,Business Services
4540,LNG,Cheniere Energy Inc,Public Utilities,Oil/Gas Transmission
4541,LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components
4542,LNSR,LENSAR Inc,Health Care,Medical Electronics
4543,LNT,Alliant Energy Corporation,Public Utilities,Power Generation
4544,LNTH,Lantheus Holdings Inc,Health Care,Medical Specialities
4545,LOAN,Manhattan Bridge Capital Inc,Consumer Services,Real Estate Investment Trusts
4546,LOB,Live Oak Bancshares Inc,Finance,Commercial Banks
4547,LOCC,Live Oak Crestview Climate Acquisition Corp,,
4548,LOCL,Local Bounti Corporation,,Farming/Seeds/Milling
4549,LOCO,El Pollo Loco Holdings Inc,Consumer Services,Restaurants
4550,LODE,Comstock Mining Inc,Finance,Real Estate
4551,LOGC,LogicBio Therapeutics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4552,LOGI,Logitech International S,Technology,Computer peripheral equipment
4553,LOKM,Live Oak Mobility Acquisition Corp,,
4554,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Capital Goods,Building Materials
4555,LOOP,Loop Industries Inc,,
4556,LOPE,Grand Canyon Education Inc,Miscellaneous,Service to the Health Industry
4557,LOTZ,CarLotz Inc,Consumer Services,Other Specialty Stores
4558,LOTZW,CarLotz Inc,Consumer Services,Other Specialty Stores
4559,LOV,Spark Networks SE,Miscellaneous,Other Consumer Services
4560,LOVE,The Lovesac Company,,
4561,LOW,Lowe's Companies Inc,Consumer Services,RETAIL: Building Materials
4562,LPCN,Lipocine Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4563,LPG,Dorian LPG Ltd,Transportation,Marine Transportation
4564,LPI,Laredo Petroleum Inc,Energy,Oil & Gas Production
4565,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,Capital Goods,Industrial Machinery/Components
4566,LPLA,LPL Financial Holdings Inc,Finance,Investment Bankers/Brokers/Service
4567,LPRO,Open Lending Corporation,Finance,Finance: Consumer Services
4568,LPSN,LivePerson Inc,Technology,EDP Services
4569,LPTH,LightPath Technologies Inc,Capital Goods,Electronic Components
4570,LPTX,Leap Therapeutics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4571,LPX,Louisiana-Pacific Corporation,,
4572,LQDA,Liquidia Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4573,LQDT,Liquidity Services Inc,Consumer Services,Catalog/Specialty Distribution
4574,LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
4575,LRFC,Logan Ridge Finance Corporation,Finance,Trusts Except Educational Religious and Charitable
4576,LRMR,Larimar Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4577,LRN,Stride Inc,Miscellaneous,Other Consumer Services
4578,LSBK,Lake Shore Bancorp Inc,Finance,Savings Institutions
4579,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
4580,LSEA,Landsea Homes Corporation,,
4581,LSEAW,Landsea Homes Corporation,,
4582,LSF,Laird Superfood Inc,Consumer Non-Durables,Specialty Foods
4583,LSI,Life Storage Inc,Consumer Services,Real Estate Investment Trusts
4584,LSPD,Lightspeed Commerce Inc,,
4585,LSPR,Larkspur Health Acquisition Corp,,
4586,LSTR,Landstar System Inc,Transportation,Trucking Freight/Courier Services
4587,LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting
4588,LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting
4589,LTBR,Lightbridge Corporation,Miscellaneous,Business Services
4590,LTC,LTC Properties Inc,Consumer Services,Real Estate Investment Trusts
4591,LTCH,Latch Inc,Technology,EDP Services
4592,LTH,Life Time Group Holdings Inc,Consumer Services,Hotels/Resorts
4593,LTHM,Livent Corporation,Basic Industries,Industrial Specialties
4594,LTRN,Lantern Pharma Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4595,LTRPA,Liberty TripAdvisor Holdings Inc,,
4596,LTRPB,Liberty TripAdvisor Holdings Inc,,
4597,LTRX,Lantronix Inc,Capital Goods,Telecommunications Equipment
4598,LTRY,Lottery,Consumer Services,Services-Misc. Amusement & Recreation
4599,LTRYW,Lottery,Consumer Services,Services-Misc. Amusement & Recreation
4600,LU,Lufax Holding Ltd,Finance,Finance: Consumer Services
4601,LUB,Luby's Inc,Consumer Services,Restaurants
4602,LUCD,Lucid Diagnostics Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
4603,LULU,lululemon athletica inc,,
4604,LUMN,Lumen Technologies Inc,Public Utilities,Telecommunications Equipment
4605,LUMO,Lumos Pharma Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4606,LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
4607,LUNG,Pulmonx Corporation,Health Care,Industrial Specialties
4608,LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services
4609,LUXA,Lux Health Tech Acquisition Corp,,
4610,LUXAU,Lux Health Tech Acquisition Corp,,
4611,LUXAW,Lux Health Tech Acquisition Corp,,
4612,LVACU,LAVA Medtech Acquisition Corp,,
4613,LVACW,LAVA Medtech Acquisition Corp,,
4614,LVLU,Lulu's Fashion Lounge Holdings Inc,Consumer Non-Durables,Apparel
4615,LVO,LiveOne Inc,Consumer Services,Movies/Entertainment
4616,LVOX,LiveVox Holding Inc,Technology,EDP Services
4617,LVOXU,LiveVox Holding Inc,Technology,EDP Services
4618,LVOXW,LiveVox Holding Inc,Technology,EDP Services
4619,LVRA,Levere Holdings Corp,Finance,Business Services
4620,LVS,Las Vegas Sands Corp,Consumer Services,Hotels/Resorts
4621,LVTX,LAVA Therapeutics N,Health Care,Biotechnology: Pharmaceutical Preparations
4622,LW,Lamb Weston Holdings Inc,Consumer Non-Durables,Specialty Foods
4623,LWAY,Lifeway Foods Inc,Consumer Non-Durables,Specialty Foods
4624,LWLG,Lightwave Logic Inc,Consumer Non-Durables,Plastic Products
4625,LX,LexinFintech Holdings Ltd,Finance,Finance: Consumer Services
4626,LXEH,Lixiang Education Holding Co,Consumer Services,Other Consumer Services
4627,LXFR,Luxfer Holdings PLC Ordinary Shares,Capital Goods,Metal Fabrications
4628,LXP,LXP Industrial Trust  (Maryland REIT),Consumer Services,Real Estate Investment Trusts
4629,LXP^C,LXP Industrial Trust 6,,
4630,LXRX,Lexicon Pharmaceuticals Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4631,LXU,LSB Industries Inc,Basic Industries,Industrial Specialties
4632,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Basic Industries,Industrial Specialties
4633,LYEL,Lyell Immunopharma Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4634,LYFT,Lyft Inc,Technology,EDP Services
4635,LYG,Lloyds Banking Group Plc,Finance,Commercial Banks
4636,LYL,Dragon Victory International Limited Ordinary Shares,Finance,Finance/Investors Services
4637,LYLT,Loyalty Ventures Inc,Technology,EDP Services
4638,LYRA,Lyra Therapeutics Inc,Consumer Durables,Specialty Chemicals
4639,LYTS,LSI Industries Inc,Consumer Durables,Building Products
4640,LYV,Live Nation Entertainment Inc,Consumer Services,Movies/Entertainment
4641,LZ,LegalZoom,Technology,EDP Services
4642,LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
4643,M,Macy's Inc,Consumer Services,Department/Specialty Retail Stores
4644,MA,Mastercard Incorporated,Miscellaneous,Business Services
4645,MAA,Mid-America Apartment Communities Inc,Consumer Services,Real Estate Investment Trusts
4646,MAA^I,Mid-America Apartment Communities Inc,,
4647,MAAQ,Mana Capital Acquisition Corp,,
4648,MAAQR,Mana Capital Acquisition Corp,,
4649,MAAQU,Mana Capital Acquisition Corp,,
4650,MAAQW,Mana Capital Acquisition Corp,,
4651,MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
4652,MACA,Moringa Acquisition Corp Class A Ordinary Shares,Finance,Business Services
4653,MACAU,Moringa Acquisition Corp Units,Finance,Business Services
4654,MACC,Mission Advancement Corp,,
4655,MACK,Merrimack Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4656,MACUU,Mallard Acquisition Corp,,
4657,MACUW,Mallard Acquisition Corp,,
4658,MAG,MAG Silver Corporation,,
4659,MAIN,Main Street Capital Corporation,Finance,Finance/Investors Services
4660,MAN,ManpowerGroup,Technology,Professional Services
4661,MANH,Manhattan Associates Inc,Technology,Computer Software: Prepackaged Software
4662,MANT,ManTech International Corporation  $0,Consumer Services,Other Consumer Services
4663,MANU,Manchester United Ltd,Consumer Services,Movies/Entertainment
4664,MAPS,WM Technology Inc,Technology,Computer Software: Prepackaged Software
4665,MAPSW,WM Technology Inc,Technology,Computer Software: Prepackaged Software
4666,MAQC,Maquia Capital Acquisition Corporation,,
4667,MAQCW,Maquia Capital Acquisition Corporation,,
4668,MAR,Marriott International Class A,Consumer Services,Hotels/Resorts
4669,MARA,Marathon Digital Holdings Inc,Finance,Investment Managers
4670,MARK,Remark Holdings Inc,Consumer Services,Telecommunications Equipment
4671,MARPS,Marine Petroleum Trust Units of Beneficial Interest,Energy,Oil & Gas Production
4672,MAS,Masco Corporation,Capital Goods,Building Products
4673,MASI,Masimo Corporation,Health Care,Medical/Dental Instruments
4674,MASS,908 Devices Inc,Health Care,Medical/Dental Instruments
4675,MAT,Mattel Inc,Consumer Non-Durables,Recreational Products/Toys
4676,MATW,Matthews International Corporation,,
4677,MATX,Matson Inc,Transportation,Marine Transportation
4678,MAV,Pioneer Municipal High Income Advantage Fund Inc,Finance,Finance Companies
4679,MAX,MediaAlpha Inc,Capital Goods,Industrial Machinery/Components
4680,MAXN,Maxeon Solar Technologies Ltd,Finance,Investment Managers
4681,MAXR,Maxar Technologies Inc,Capital Goods,Telecommunications Equipment
4682,MAYS,J,Consumer Services,Building operators
4683,MBAC,M3-Brigade Acquisition II Corp,,
4684,MBCN,Middlefield Banc Corp,Finance,Major Banks
4685,MBI,MBIA Inc,Finance,Property-Casualty Insurers
4686,MBII,Marrone Bio Innovations Inc,Basic Industries,Major Chemicals
4687,MBIN,Merchants Bancorp,Finance,Major Banks
4688,MBINN,Merchants Bancorp Depositary Shares,Finance,Major Banks
4689,MBINO,Merchants Bancorp Depositary Shares,Finance,Major Banks
4690,MBINP,Merchants Bancorp 7,Finance,Major Banks
4691,MBIO,Mustang Bio Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
4692,MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,Finance,Commercial Banks
4693,MBOT,Microbot Medical Inc,Health Care,Medical/Dental Instruments
4694,MBRX,Moleculin Biotech Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4695,MBSC,M3-Brigade Acquisition III Corp,,
4696,MBTC,Nocturne Acquisition Corporation,Finance,Business Services
4697,MBTCU,Nocturne Acquisition Corporation,Finance,Business Services
4698,MBUU,Malibu Boats Inc,Consumer Non-Durables,Recreational Products/Toys
4699,MBWM,Mercantile Bank Corporation,Finance,Major Banks
4700,MC,Moelis & Company Class A,Finance,Investment Bankers/Brokers/Service
4701,MCA,Blackrock MuniYield California Quality Fund Inc,Finance,Trusts Except Educational Religious and Charitable
4702,MCAA,Mountain & Co,,
4703,MCAAU,Mountain & Co,,
4704,MCAAW,Mountain & Co,,
4705,MCAE,Mountain Crest Acquisition Corp,,
4706,MCAFU,Mountain Crest Acquisition Corp,,
4707,MCAG,Mountain Crest Acquisition Corp,Consumer Services,Other Pharmaceuticals
4708,MCAGU,Mountain Crest Acquisition Corp,Consumer Services,Other Pharmaceuticals
4709,MCB,Metropolitan Bank Holding Corp,Finance,Major Banks
4710,MCBC,Macatawa Bank Corporation,Finance,Major Banks
4711,MCBS,MetroCity Bankshares Inc,Finance,Major Banks
4712,MCD,McDonald's Corporation,Consumer Services,Restaurants
4713,MCFT,MasterCraft Boat Holdings Inc,Consumer Non-Durables,Recreational Products/Toys
4714,MCG,Membership Collective Group Inc,Consumer Services,Hotels/Resorts
4715,MCHP,Microchip Technology Incorporated,Technology,Semiconductors
4716,MCHX,Marchex Inc,Miscellaneous,Business Services
4717,MCI,Barings Corporate Investors,Finance,Trusts Except Educational Religious and Charitable
4718,MCK,McKesson Corporation,Health Care,Other Pharmaceuticals
4719,MCLD,mCloud Technologies Corp,,
4720,MCLDW,mCloud Technologies Corp,,
4721,MCN,Madison Covered Call & Equity Strategy Fd,,
4722,MCO,Moody's Corporation,Technology,Advertising
4723,MCR,MFS Charter Income Trust,Finance,Trusts Except Educational Religious and Charitable
4724,MCRB,Seres Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4725,MCRI,Monarch Casino & Resort Inc,Consumer Services,Movies/Entertainment
4726,MCS,Marcus Corporation,Consumer Services,Movies/Entertainment
4727,MCW,Mister Car Wash Inc,,
4728,MCY,Mercury General Corporation,Finance,Property-Casualty Insurers
4729,MD,Mednax Inc,Health Care,Medical Specialities
4730,MDB,MongoDB Inc,Technology,Retail: Computer Software & Peripheral Equipment
4731,MDC,M,Capital Goods,Homebuilding
4732,MDGL,Madrigal Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
4733,MDGS,Medigus Ltd,Health Care,Medical/Dental Instruments
4734,MDGSW,Medigus Ltd,Health Care,Medical/Dental Instruments
4735,MDH,MDH Acquisition Corp,,
4736,MDIA,Mediaco Holding Inc,Consumer Services,Broadcasting
4737,MDJH,MDJM LTD Ordinary Share,Finance,Real Estate
4738,MDLZ,Mondelez International Inc,Consumer Non-Durables,Meat/Poultry/Fish
4739,MDNA,Medicenna Therapeutics Corp,,
4740,MDRR,Medalist Diversified REIT Inc,Consumer Services,Real Estate Investment Trusts
